2025-04-17 17:46:56,114 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='els', window_size=5, score_thresholds=array([0. , 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1. , 1.1, 1.2,
       1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2. , 2.1, 2.2, 2.3, 2.4, 2.5,
       2.6, 2.7, 2.8, 2.9, 3. , 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8,
       3.9, 4. , 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5. , 5.1,
       5.2, 5.3, 5.4, 5.5, 5.6, 5.7, 5.8, 5.9, 6. , 6.1, 6.2, 6.3, 6.4,
       6.5, 6.6, 6.7, 6.8, 6.9, 7. ]), topk_range=range(0, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['strict_deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/els/neighbor_corr_threshold', visual_dir='./visual/els/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-04-17 17:46:56,114 - INFO - 当前评分模式: ['strict_deviation']
2025-04-17 17:46:56,114 - INFO - 
==================================================
2025-04-17 17:46:56,114 - INFO - 开始执行网格搜索...
2025-04-17 17:46:56,117 - INFO - [els-1] Starting grid search...
2025-04-17 17:46:56,816 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.0, threshold=0.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:47:07,095 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=2.8, P=0.3136, R=0.3782, F1=0.3429
2025-04-17 17:47:07,096 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=2.9, P=0.3088, R=0.3697, F1=0.3365
2025-04-17 17:47:07,103 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.0, P=0.3121, R=0.3697, F1=0.3385
2025-04-17 17:47:07,124 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.1, P=0.3121, R=0.3697, F1=0.3385
2025-04-17 17:47:07,269 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.2, P=0.3121, R=0.3697, F1=0.3385
2025-04-17 17:47:07,269 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.3, P=0.3143, R=0.3697, F1=0.3398
2025-04-17 17:47:07,279 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.4, P=0.3200, R=0.3697, F1=0.3431
2025-04-17 17:47:07,279 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.5, P=0.3235, R=0.3697, F1=0.3451
2025-04-17 17:47:07,280 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.6, P=0.3308, R=0.3697, F1=0.3492
2025-04-17 17:47:07,280 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.7, P=0.3385, R=0.3697, F1=0.3534
2025-04-17 17:47:07,281 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.8, P=0.3452, R=0.3655, F1=0.3551
2025-04-17 17:47:07,281 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=3.9, P=0.3466, R=0.3655, F1=0.3558
2025-04-17 17:47:07,281 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.0, P=0.3441, R=0.3571, F1=0.3505
2025-04-17 17:47:07,281 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.1, P=0.3441, R=0.3571, F1=0.3505
2025-04-17 17:47:07,286 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.2, P=0.3441, R=0.3571, F1=0.3505
2025-04-17 17:47:07,286 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.3, P=0.3441, R=0.3571, F1=0.3505
2025-04-17 17:47:07,286 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.4, P=0.3441, R=0.3571, F1=0.3505
2025-04-17 17:47:07,290 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.5, P=0.3455, R=0.3571, F1=0.3512
2025-04-17 17:47:07,290 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.6, P=0.3455, R=0.3571, F1=0.3512
2025-04-17 17:47:07,290 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.7, P=0.3455, R=0.3571, F1=0.3512
2025-04-17 17:47:07,291 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.8, P=0.3455, R=0.3571, F1=0.3512
2025-04-17 17:47:07,292 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=4.9, P=0.3455, R=0.3571, F1=0.3512
2025-04-17 17:47:07,300 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.0, P=0.3469, R=0.3571, F1=0.3520
2025-04-17 17:47:07,352 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.1, P=0.3469, R=0.3571, F1=0.3520
2025-04-17 17:47:07,352 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.2, P=0.3484, R=0.3571, F1=0.3527
2025-04-17 17:47:07,352 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.3, P=0.3527, R=0.3571, F1=0.3549
2025-04-17 17:47:07,359 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.4, P=0.3527, R=0.3571, F1=0.3549
2025-04-17 17:47:07,394 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.5, P=0.3527, R=0.3571, F1=0.3549
2025-04-17 17:47:07,412 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.6, P=0.3527, R=0.3571, F1=0.3549
2025-04-17 17:47:07,412 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.7, P=0.3527, R=0.3571, F1=0.3549
2025-04-17 17:47:07,421 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.8, P=0.3542, R=0.3571, F1=0.3556
2025-04-17 17:47:07,444 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=5.9, P=0.3515, R=0.3529, F1=0.3522
2025-04-17 17:47:07,447 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=6.0, P=0.3515, R=0.3529, F1=0.3522
2025-04-17 17:47:07,459 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=6.1, P=0.3515, R=0.3529, F1=0.3522
2025-04-17 17:47:07,489 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=6.2, P=0.3487, R=0.3487, F1=0.3487
2025-04-17 17:47:07,489 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=6.3, P=0.3517, R=0.3487, F1=0.3502
2025-04-17 17:47:07,490 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=6.4, P=0.3532, R=0.3487, F1=0.3510
2025-04-17 17:47:07,503 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=6.5, P=0.3532, R=0.3487, F1=0.3510
2025-04-17 17:47:07,504 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=6.6, P=0.3532, R=0.3487, F1=0.3510
2025-04-17 17:47:07,534 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=6.7, P=0.3547, R=0.3487, F1=0.3517
2025-04-17 17:47:07,560 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=6.8, P=0.3562, R=0.3487, F1=0.3524
2025-04-17 17:47:07,576 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=6.9, P=0.3578, R=0.3487, F1=0.3532
2025-04-17 17:47:07,609 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.5, threshold=7.0, P=0.3578, R=0.3487, F1=0.3532
2025-04-17 17:47:07,609 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.0, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:07,609 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.1, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:07,610 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.2, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:07,610 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.3, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:07,622 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.4, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:07,622 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.5, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:07,634 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.6, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:07,635 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.7, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:07,635 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.8, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:07,636 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.9, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:07,644 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.0, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:07,653 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.1, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:07,666 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.2, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:07,682 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.3, P=0.3575, R=0.3319, F1=0.3442
2025-04-17 17:47:07,682 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.4, P=0.3607, R=0.3319, F1=0.3457
2025-04-17 17:47:07,682 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.5, P=0.3662, R=0.3277, F1=0.3459
2025-04-17 17:47:07,703 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.6, P=0.3662, R=0.3277, F1=0.3459
2025-04-17 17:47:07,723 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.7, P=0.3662, R=0.3277, F1=0.3459
2025-04-17 17:47:07,737 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.8, P=0.3662, R=0.3277, F1=0.3459
2025-04-17 17:47:07,747 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.9, P=0.3824, R=0.3277, F1=0.3529
2025-04-17 17:47:07,768 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.0, P=0.3824, R=0.3277, F1=0.3529
2025-04-17 17:47:07,779 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.1, P=0.3900, R=0.3277, F1=0.3562
2025-04-17 17:47:07,799 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.2, P=0.3889, R=0.3235, F1=0.3532
2025-04-17 17:47:07,808 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.3, P=0.3949, R=0.3235, F1=0.3557
2025-04-17 17:47:07,840 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.4, P=0.3949, R=0.3235, F1=0.3557
2025-04-17 17:47:07,840 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.5, P=0.3936, R=0.3109, F1=0.3474
2025-04-17 17:47:07,841 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.6, P=0.3957, R=0.3109, F1=0.3482
2025-04-17 17:47:07,852 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.7, P=0.4000, R=0.3109, F1=0.3499
2025-04-17 17:47:07,852 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.8, P=0.4000, R=0.3109, F1=0.3499
2025-04-17 17:47:07,859 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.9, P=0.3934, R=0.3025, F1=0.3420
2025-04-17 17:47:07,880 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.0, P=0.3978, R=0.3025, F1=0.3437
2025-04-17 17:47:07,880 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.1, P=0.3978, R=0.3025, F1=0.3437
2025-04-17 17:47:07,905 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.2, P=0.3978, R=0.3025, F1=0.3437
2025-04-17 17:47:07,962 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.3, P=0.3978, R=0.3025, F1=0.3437
2025-04-17 17:47:07,966 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.4, P=0.3966, R=0.2983, F1=0.3405
2025-04-17 17:47:07,981 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.5, P=0.3966, R=0.2983, F1=0.3405
2025-04-17 17:47:07,981 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.6, P=0.4011, R=0.2983, F1=0.3422
2025-04-17 17:47:07,993 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.7, P=0.4011, R=0.2983, F1=0.3422
2025-04-17 17:47:07,993 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.8, P=0.4057, R=0.2983, F1=0.3438
2025-04-17 17:47:08,005 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.9, P=0.4104, R=0.2983, F1=0.3455
2025-04-17 17:47:08,005 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.0, P=0.4132, R=0.2899, F1=0.3407
2025-04-17 17:47:08,005 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.1, P=0.4132, R=0.2899, F1=0.3407
2025-04-17 17:47:08,006 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.2, P=0.4157, R=0.2899, F1=0.3416
2025-04-17 17:47:08,018 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.3, P=0.4157, R=0.2899, F1=0.3416
2025-04-17 17:47:08,018 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.4, P=0.4157, R=0.2899, F1=0.3416
2025-04-17 17:47:08,080 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.5, P=0.4182, R=0.2899, F1=0.3424
2025-04-17 17:47:08,080 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.6, P=0.4233, R=0.2899, F1=0.3441
2025-04-17 17:47:08,080 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.7, P=0.4233, R=0.2899, F1=0.3441
2025-04-17 17:47:08,080 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.8, P=0.4233, R=0.2899, F1=0.3441
2025-04-17 17:47:08,080 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.9, P=0.4286, R=0.2899, F1=0.3459
2025-04-17 17:47:08,080 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=5.0, P=0.4286, R=0.2899, F1=0.3459
2025-04-17 17:47:08,080 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=5.1, P=0.4286, R=0.2899, F1=0.3459
2025-04-17 17:47:08,080 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=5.2, P=0.4286, R=0.2899, F1=0.3459
2025-04-17 17:47:08,142 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=5.3, P=0.4286, R=0.2899, F1=0.3459
2025-04-17 17:47:08,143 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=5.4, P=0.4313, R=0.2899, F1=0.3467
2025-04-17 17:47:08,143 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=5.5, P=0.4295, R=0.2815, F1=0.3401
2025-04-17 17:47:08,143 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=5.6, P=0.4286, R=0.2773, F1=0.3367
2025-04-17 17:47:08,151 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=5.7, P=0.4342, R=0.2773, F1=0.3385
2025-04-17 17:47:08,167 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=5.8, P=0.4305, R=0.2731, F1=0.3342
2025-04-17 17:47:08,191 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=5.9, P=0.4295, R=0.2689, F1=0.3307
2025-04-17 17:47:08,191 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=6.0, P=0.4324, R=0.2689, F1=0.3316
2025-04-17 17:47:08,200 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=6.1, P=0.4324, R=0.2689, F1=0.3316
2025-04-17 17:47:08,225 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=6.2, P=0.4345, R=0.2647, F1=0.3290
2025-04-17 17:47:08,227 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=6.3, P=0.4345, R=0.2647, F1=0.3290
2025-04-17 17:47:08,241 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=6.4, P=0.4345, R=0.2647, F1=0.3290
2025-04-17 17:47:08,241 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=6.5, P=0.4375, R=0.2647, F1=0.3298
2025-04-17 17:47:08,253 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=6.6, P=0.4336, R=0.2605, F1=0.3255
2025-04-17 17:47:08,265 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=6.7, P=0.4336, R=0.2605, F1=0.3255
2025-04-17 17:47:08,279 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=6.8, P=0.4336, R=0.2605, F1=0.3255
2025-04-17 17:47:08,310 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=6.9, P=0.4366, R=0.2605, F1=0.3263
2025-04-17 17:47:08,344 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=7.0, P=0.4366, R=0.2605, F1=0.3263
2025-04-17 17:47:08,369 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.0, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:08,370 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.1, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:08,370 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.2, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:08,370 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.3, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:08,370 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.4, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:08,370 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.5, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:08,377 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.6, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:08,380 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.7, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:08,404 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.8, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:08,404 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=0.9, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:08,404 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.0, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:08,404 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.1, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:08,404 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.2, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:47:08,406 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.3, P=0.3575, R=0.3319, F1=0.3442
2025-04-17 17:47:08,425 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.4, P=0.3607, R=0.3319, F1=0.3457
2025-04-17 17:47:08,450 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.5, P=0.3662, R=0.3277, F1=0.3459
2025-04-17 17:47:08,466 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.6, P=0.3662, R=0.3277, F1=0.3459
2025-04-17 17:47:08,466 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.7, P=0.3662, R=0.3277, F1=0.3459
2025-04-17 17:47:08,505 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.8, P=0.3662, R=0.3277, F1=0.3459
2025-04-17 17:47:08,505 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=1.9, P=0.3824, R=0.3277, F1=0.3529
2025-04-17 17:47:08,505 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.0, P=0.3824, R=0.3277, F1=0.3529
2025-04-17 17:47:08,531 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.1, P=0.3900, R=0.3277, F1=0.3562
2025-04-17 17:47:08,531 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.2, P=0.3889, R=0.3235, F1=0.3532
2025-04-17 17:47:08,539 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.3, P=0.3949, R=0.3235, F1=0.3557
2025-04-17 17:47:08,564 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.4, P=0.3949, R=0.3235, F1=0.3557
2025-04-17 17:47:08,564 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.5, P=0.3936, R=0.3109, F1=0.3474
2025-04-17 17:47:08,569 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.6, P=0.3957, R=0.3109, F1=0.3482
2025-04-17 17:47:08,592 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.7, P=0.4000, R=0.3109, F1=0.3499
2025-04-17 17:47:08,621 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.8, P=0.4000, R=0.3109, F1=0.3499
2025-04-17 17:47:08,622 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=2.9, P=0.3934, R=0.3025, F1=0.3420
2025-04-17 17:47:08,622 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.0, P=0.3978, R=0.3025, F1=0.3437
2025-04-17 17:47:08,623 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.1, P=0.3978, R=0.3025, F1=0.3437
2025-04-17 17:47:08,641 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.2, P=0.3978, R=0.3025, F1=0.3437
2025-04-17 17:47:08,649 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.3, P=0.3978, R=0.3025, F1=0.3437
2025-04-17 17:47:08,678 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.4, P=0.3966, R=0.2983, F1=0.3405
2025-04-17 17:47:08,721 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.5, P=0.3966, R=0.2983, F1=0.3405
2025-04-17 17:47:08,736 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.6, P=0.4011, R=0.2983, F1=0.3422
2025-04-17 17:47:08,739 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.7, P=0.4011, R=0.2983, F1=0.3422
2025-04-17 17:47:08,741 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.8, P=0.4057, R=0.2983, F1=0.3438
2025-04-17 17:47:08,741 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=3.9, P=0.4104, R=0.2983, F1=0.3455
2025-04-17 17:47:08,771 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.0, P=0.4132, R=0.2899, F1=0.3407
2025-04-17 17:47:08,771 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.1, P=0.4132, R=0.2899, F1=0.3407
2025-04-17 17:47:08,771 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.2, P=0.4157, R=0.2899, F1=0.3416
2025-04-17 17:47:08,772 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.3, P=0.4157, R=0.2899, F1=0.3416
2025-04-17 17:47:08,772 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.4, P=0.4157, R=0.2899, F1=0.3416
2025-04-17 17:47:08,777 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.5, P=0.4182, R=0.2899, F1=0.3424
2025-04-17 17:47:08,777 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.6, P=0.4233, R=0.2899, F1=0.3441
2025-04-17 17:47:08,789 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.7, P=0.4233, R=0.2899, F1=0.3441
2025-04-17 17:47:08,806 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.8, P=0.4233, R=0.2899, F1=0.3441
2025-04-17 17:47:08,806 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=4.9, P=0.4286, R=0.2899, F1=0.3459
2025-04-17 17:47:08,806 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=5.0, P=0.4286, R=0.2899, F1=0.3459
2025-04-17 17:47:08,830 - INFO - [els-1.txt] mode=strict_deviation, corr_threshold=0.6, threshold=5.1, P=0.4286, R=0.2899, F1=0.3459
