2025-05-07 21:29:30,803 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['mean_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_corr_threshold', visual_dir='./visual/machine/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-05-07 21:29:30,803 - INFO - 当前评分模式: ['mean_ratio']
2025-05-07 21:29:30,803 - INFO - 
==================================================
2025-05-07 21:29:30,803 - INFO - 开始执行网格搜索...
2025-05-07 21:29:30,809 - INFO - [machine-1-1] Starting grid search...
2025-05-07 21:30:31,963 - INFO - [machine-1-1.txt] mode=mean_ratio, corr_threshold=0.0, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 22:08:00,498 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-07 22:08:00,498 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=7.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-07 22:08:00,498 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:00,498 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:00,498 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:00,498 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:00,498 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:03,080 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:03,080 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:03,080 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:03,080 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:03,080 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:03,081 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:20,339 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-07 22:08:20,340 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-07 22:08:20,537 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-07 22:08:20,537 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=7.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-07 22:08:20,537 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:20,537 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=0.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:20,538 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:20,538 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=1.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:20,538 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:20,538 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=2.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:20,538 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:20,538 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=3.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:20,548 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:20,548 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=4.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:20,548 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 22:08:20,548 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=5.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-07 22:08:20,548 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-07 22:08:20,548 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=6.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-07 22:08:30,061 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.4, threshold=7.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-07 22:08:30,061 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.5, threshold=0.0, P=0.2500, R=0.8358, F1=0.3849
2025-05-07 22:08:30,062 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.5, threshold=0.5, P=0.2500, R=0.8358, F1=0.3849
2025-05-07 22:08:30,062 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.5, threshold=1.0, P=0.2500, R=0.8358, F1=0.3849
2025-05-07 22:08:30,062 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.5, threshold=1.5, P=0.2489, R=0.8209, F1=0.3819
2025-05-07 22:08:30,062 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.5, threshold=2.0, P=0.2489, R=0.8209, F1=0.3819
2025-05-07 22:08:30,062 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.5, threshold=2.5, P=0.2489, R=0.8209, F1=0.3819
2025-05-07 22:08:30,062 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.5, threshold=3.0, P=0.2489, R=0.8209, F1=0.3819
2025-05-07 22:08:30,062 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.5, threshold=3.5, P=0.2500, R=0.8209, F1=0.3833
2025-05-07 22:08:30,062 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.5, threshold=4.0, P=0.2511, R=0.8209, F1=0.3846
2025-05-07 22:08:30,062 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.5, threshold=4.5, P=0.2511, R=0.8209, F1=0.3846
2025-05-07 22:08:30,062 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.5, threshold=5.0, P=0.2523, R=0.8209, F1=0.3860
2025-05-07 22:08:30,062 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.5, threshold=5.5, P=0.2535, R=0.8209, F1=0.3873
2025-05-07 22:08:38,237 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.5, threshold=6.0, P=0.2546, R=0.8209, F1=0.3887
2025-05-07 22:08:38,237 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.5, threshold=6.5, P=0.2546, R=0.8209, F1=0.3887
2025-05-07 22:08:38,237 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.5, threshold=7.0, P=0.2546, R=0.8209, F1=0.3887
2025-05-07 22:08:38,237 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.0, P=0.2535, R=0.8060, F1=0.3857
2025-05-07 22:08:38,238 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.5, P=0.2535, R=0.8060, F1=0.3857
2025-05-07 22:08:38,238 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.0, P=0.2535, R=0.8060, F1=0.3857
2025-05-07 22:08:38,238 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.5, P=0.2524, R=0.7910, F1=0.3827
2025-05-07 22:08:42,679 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.0, P=0.2524, R=0.7910, F1=0.3827
2025-05-07 22:08:42,679 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.5, P=0.2524, R=0.7910, F1=0.3827
2025-05-07 22:08:44,829 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.0, P=0.2536, R=0.7910, F1=0.3841
2025-05-07 22:08:44,830 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.5, P=0.2548, R=0.7910, F1=0.3855
2025-05-07 22:08:44,830 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.0, P=0.2573, R=0.7910, F1=0.3883
2025-05-07 22:08:44,830 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.5, P=0.2585, R=0.7910, F1=0.3897
2025-05-07 22:08:52,041 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.0, P=0.2598, R=0.7910, F1=0.3911
2025-05-07 22:08:52,041 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.5, P=0.2598, R=0.7910, F1=0.3911
2025-05-07 22:08:52,041 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.0, P=0.2624, R=0.7910, F1=0.3941
2025-05-07 22:08:54,537 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.5, P=0.2600, R=0.7761, F1=0.3895
2025-05-07 22:08:54,538 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=7.0, P=0.2613, R=0.7761, F1=0.3910
2025-05-07 22:08:54,538 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.0, P=0.2535, R=0.8060, F1=0.3857
2025-05-07 22:08:54,538 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.5, P=0.2535, R=0.8060, F1=0.3857
2025-05-07 22:08:54,538 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.0, P=0.2535, R=0.8060, F1=0.3857
2025-05-07 22:08:54,538 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.5, P=0.2524, R=0.7910, F1=0.3827
2025-05-07 22:08:54,538 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.0, P=0.2524, R=0.7910, F1=0.3827
2025-05-07 22:08:54,538 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.5, P=0.2524, R=0.7910, F1=0.3827
2025-05-07 22:08:54,538 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.0, P=0.2536, R=0.7910, F1=0.3841
2025-05-07 22:08:54,539 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.5, P=0.2548, R=0.7910, F1=0.3855
2025-05-07 22:08:54,539 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.0, P=0.2573, R=0.7910, F1=0.3883
2025-05-07 22:08:54,539 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.5, P=0.2585, R=0.7910, F1=0.3897
2025-05-07 22:08:54,539 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.0, P=0.2598, R=0.7910, F1=0.3911
2025-05-07 22:09:00,588 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.5, P=0.2598, R=0.7910, F1=0.3911
2025-05-07 22:09:00,649 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.0, P=0.2624, R=0.7910, F1=0.3941
2025-05-07 22:09:00,650 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.5, P=0.2600, R=0.7761, F1=0.3895
2025-05-07 22:09:00,650 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=7.0, P=0.2613, R=0.7761, F1=0.3910
2025-05-07 22:09:00,650 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.0, P=0.2535, R=0.8060, F1=0.3857
2025-05-07 22:09:00,650 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.5, P=0.2535, R=0.8060, F1=0.3857
2025-05-07 22:09:00,650 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.0, P=0.2535, R=0.8060, F1=0.3857
2025-05-07 22:09:00,650 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.5, P=0.2524, R=0.7910, F1=0.3827
2025-05-07 22:09:00,650 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.0, P=0.2524, R=0.7910, F1=0.3827
2025-05-07 22:09:00,650 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.5, P=0.2524, R=0.7910, F1=0.3827
2025-05-07 22:09:00,650 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.0, P=0.2536, R=0.7910, F1=0.3841
2025-05-07 22:09:05,215 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.5, P=0.2548, R=0.7910, F1=0.3855
2025-05-07 22:09:05,215 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.0, P=0.2573, R=0.7910, F1=0.3883
2025-05-07 22:09:05,216 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.5, P=0.2585, R=0.7910, F1=0.3897
2025-05-07 22:09:05,677 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.0, P=0.2598, R=0.7910, F1=0.3911
2025-05-07 22:09:09,282 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.5, P=0.2598, R=0.7910, F1=0.3911
2025-05-07 22:09:09,283 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.0, P=0.2624, R=0.7910, F1=0.3941
2025-05-07 22:09:09,283 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.5, P=0.2600, R=0.7761, F1=0.3895
2025-05-07 22:09:10,115 - INFO - [machine-2-2.txt] mode=mean_ratio, corr_threshold=0.6, threshold=7.0, P=0.2613, R=0.7761, F1=0.3910
2025-05-07 22:09:10,238 - INFO - [machine-2-8] Starting grid search...
2025-05-07 22:09:45,547 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=0.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:09:45,548 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=0.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:09:45,548 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=1.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:09:52,300 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=1.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:01,888 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=2.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:01,889 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=2.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:01,889 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=3.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:01,889 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=3.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:01,889 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=4.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:01,889 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=4.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:01,889 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=5.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:01,889 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=5.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:01,889 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=6.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,342 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=6.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,343 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=7.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,343 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=0.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,343 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=0.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,343 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=1.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,343 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=1.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,343 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=2.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,343 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=2.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,669 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=3.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,670 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=3.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,670 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=4.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,670 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=4.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,670 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=5.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,670 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=5.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,670 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=6.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,670 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=6.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,670 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.0, threshold=7.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,670 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.1, threshold=0.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,670 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.1, threshold=0.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,670 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.1, threshold=1.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,671 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.1, threshold=1.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,671 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.1, threshold=2.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:04,671 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.1, threshold=2.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:08,346 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.1, threshold=3.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:25,703 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.1, threshold=3.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:25,703 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.1, threshold=4.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:25,704 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.1, threshold=4.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:25,704 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.1, threshold=5.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:25,704 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.1, threshold=5.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:25,704 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.1, threshold=6.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:25,704 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.1, threshold=6.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:25,704 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.1, threshold=7.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:25,704 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:25,704 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:25,704 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:25,704 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:25,704 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:25,704 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:25,704 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:25,705 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:25,705 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:31,706 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:31,707 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:31,707 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:31,707 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:31,707 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=6.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:31,707 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=7.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:31,707 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:37,903 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=0.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:37,904 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:37,904 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=1.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:41,044 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:46,289 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=2.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:46,290 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:49,089 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=3.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:58,164 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:58,164 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=4.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 22:10:58,393 - INFO - [machine-2-8.txt] mode=mean_ratio, corr_threshold=0.2, threshold=5.0, P=1.0000, R=0.9118, F1=0.9538
