2025-04-17 17:49:03,684 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='els', window_size=5, score_thresholds=array([0. , 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1. , 1.1, 1.2,
       1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2. , 2.1, 2.2, 2.3, 2.4, 2.5,
       2.6, 2.7, 2.8, 2.9, 3. , 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8,
       3.9, 4. , 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5. , 5.1,
       5.2, 5.3, 5.4, 5.5, 5.6, 5.7, 5.8, 5.9, 6. , 6.1, 6.2, 6.3, 6.4,
       6.5, 6.6, 6.7, 6.8, 6.9, 7. ]), topk_range=range(0, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['mean_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/els/neighbor_corr_threshold', visual_dir='./visual/els/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-04-17 17:49:03,685 - INFO - 当前评分模式: ['mean_ratio']
2025-04-17 17:49:03,685 - INFO - 
==================================================
2025-04-17 17:49:03,685 - INFO - 开始执行网格搜索...
2025-04-17 17:49:03,688 - INFO - [els-1] Starting grid search...
2025-04-17 17:49:04,507 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.0, threshold=0.0, P=0.2701, R=0.4370, F1=0.3339
2025-04-17 17:49:15,459 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=6.4, P=0.3160, R=0.3571, F1=0.3353
2025-04-17 17:49:15,478 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=6.5, P=0.3160, R=0.3571, F1=0.3353
2025-04-17 17:49:15,478 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=6.6, P=0.3134, R=0.3529, F1=0.3320
2025-04-17 17:49:15,479 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=6.7, P=0.3134, R=0.3529, F1=0.3320
2025-04-17 17:49:15,500 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=6.8, P=0.3134, R=0.3529, F1=0.3320
2025-04-17 17:49:15,512 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=6.9, P=0.3109, R=0.3487, F1=0.3287
2025-04-17 17:49:15,632 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.5, threshold=7.0, P=0.3109, R=0.3487, F1=0.3287
2025-04-17 17:49:15,632 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.0, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:49:15,632 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.1, P=0.3559, R=0.3319, F1=0.3435
2025-04-17 17:49:15,632 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.2, P=0.3578, R=0.3277, F1=0.3421
2025-04-17 17:49:15,632 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.3, P=0.3578, R=0.3277, F1=0.3421
2025-04-17 17:49:15,632 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.4, P=0.3578, R=0.3277, F1=0.3421
2025-04-17 17:49:15,632 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.5, P=0.3578, R=0.3277, F1=0.3421
2025-04-17 17:49:15,632 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.6, P=0.3578, R=0.3277, F1=0.3421
2025-04-17 17:49:15,632 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.7, P=0.3628, R=0.3277, F1=0.3444
2025-04-17 17:49:15,633 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.8, P=0.3632, R=0.3235, F1=0.3422
2025-04-17 17:49:15,634 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.9, P=0.3667, R=0.3235, F1=0.3438
2025-04-17 17:49:15,695 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.0, P=0.3667, R=0.3235, F1=0.3438
2025-04-17 17:49:15,695 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.1, P=0.3684, R=0.3235, F1=0.3445
2025-04-17 17:49:15,695 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.2, P=0.3684, R=0.3235, F1=0.3445
2025-04-17 17:49:15,695 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.3, P=0.3684, R=0.3235, F1=0.3445
2025-04-17 17:49:15,695 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.4, P=0.3684, R=0.3235, F1=0.3445
2025-04-17 17:49:15,695 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.5, P=0.3684, R=0.3235, F1=0.3445
2025-04-17 17:49:15,695 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.6, P=0.3684, R=0.3235, F1=0.3445
2025-04-17 17:49:15,696 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.7, P=0.3720, R=0.3235, F1=0.3461
2025-04-17 17:49:15,696 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.8, P=0.3720, R=0.3235, F1=0.3461
2025-04-17 17:49:15,696 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.9, P=0.3720, R=0.3235, F1=0.3461
2025-04-17 17:49:15,696 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.0, P=0.3738, R=0.3235, F1=0.3468
2025-04-17 17:49:15,696 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.1, P=0.3725, R=0.3193, F1=0.3439
2025-04-17 17:49:15,696 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.2, P=0.3725, R=0.3193, F1=0.3439
2025-04-17 17:49:15,726 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.3, P=0.3725, R=0.3193, F1=0.3439
2025-04-17 17:49:15,726 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.4, P=0.3725, R=0.3193, F1=0.3439
2025-04-17 17:49:15,828 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.5, P=0.3838, R=0.3193, F1=0.3486
2025-04-17 17:49:15,830 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.6, P=0.3878, R=0.3193, F1=0.3502
2025-04-17 17:49:15,830 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.7, P=0.3918, R=0.3193, F1=0.3519
2025-04-17 17:49:15,830 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.8, P=0.4064, R=0.3193, F1=0.3576
2025-04-17 17:49:15,830 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.9, P=0.4153, R=0.3193, F1=0.3610
2025-04-17 17:49:15,830 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.0, P=0.4171, R=0.3067, F1=0.3535
2025-04-17 17:49:15,838 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.1, P=0.4138, R=0.3025, F1=0.3495
2025-04-17 17:49:15,857 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.2, P=0.4138, R=0.3025, F1=0.3495
2025-04-17 17:49:15,858 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.3, P=0.4138, R=0.3025, F1=0.3495
2025-04-17 17:49:15,882 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.4, P=0.4162, R=0.3025, F1=0.3504
2025-04-17 17:49:15,882 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.5, P=0.4094, R=0.2941, F1=0.3423
2025-04-17 17:49:15,943 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.6, P=0.4094, R=0.2941, F1=0.3423
2025-04-17 17:49:15,943 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.7, P=0.4094, R=0.2941, F1=0.3423
2025-04-17 17:49:15,943 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.8, P=0.4094, R=0.2941, F1=0.3423
2025-04-17 17:49:15,943 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.9, P=0.4167, R=0.2941, F1=0.3448
2025-04-17 17:49:15,943 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.0, P=0.4157, R=0.2899, F1=0.3416
2025-04-17 17:49:15,943 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.1, P=0.4157, R=0.2899, F1=0.3416
2025-04-17 17:49:15,943 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.2, P=0.4157, R=0.2899, F1=0.3416
2025-04-17 17:49:15,944 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.3, P=0.4157, R=0.2899, F1=0.3416
2025-04-17 17:49:15,946 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.4, P=0.4146, R=0.2857, F1=0.3383
2025-04-17 17:49:15,956 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.5, P=0.4146, R=0.2857, F1=0.3383
2025-04-17 17:49:15,956 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.6, P=0.4146, R=0.2857, F1=0.3383
2025-04-17 17:49:15,969 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.7, P=0.4172, R=0.2857, F1=0.3392
2025-04-17 17:49:15,983 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.8, P=0.4172, R=0.2857, F1=0.3392
2025-04-17 17:49:15,993 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.9, P=0.4172, R=0.2857, F1=0.3392
2025-04-17 17:49:15,998 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.0, P=0.4224, R=0.2857, F1=0.3409
2025-04-17 17:49:16,053 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.1, P=0.4224, R=0.2857, F1=0.3409
2025-04-17 17:49:16,054 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.2, P=0.4250, R=0.2857, F1=0.3417
2025-04-17 17:49:16,054 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.3, P=0.4250, R=0.2857, F1=0.3417
2025-04-17 17:49:16,054 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.4, P=0.4250, R=0.2857, F1=0.3417
2025-04-17 17:49:16,055 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.5, P=0.4250, R=0.2857, F1=0.3417
2025-04-17 17:49:16,055 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.6, P=0.4250, R=0.2857, F1=0.3417
2025-04-17 17:49:16,068 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.7, P=0.4277, R=0.2857, F1=0.3426
2025-04-17 17:49:16,084 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.8, P=0.4331, R=0.2857, F1=0.3443
2025-04-17 17:49:16,102 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.9, P=0.4331, R=0.2857, F1=0.3443
2025-04-17 17:49:16,159 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.0, P=0.4359, R=0.2857, F1=0.3452
2025-04-17 17:49:16,159 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.1, P=0.4359, R=0.2857, F1=0.3452
2025-04-17 17:49:16,166 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.2, P=0.4359, R=0.2857, F1=0.3452
2025-04-17 17:49:16,183 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.3, P=0.4351, R=0.2815, F1=0.3418
2025-04-17 17:49:16,190 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.4, P=0.4351, R=0.2815, F1=0.3418
2025-04-17 17:49:16,216 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.5, P=0.4351, R=0.2815, F1=0.3418
2025-04-17 17:49:16,217 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.6, P=0.4314, R=0.2773, F1=0.3376
2025-04-17 17:49:16,217 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.7, P=0.4276, R=0.2731, F1=0.3333
2025-04-17 17:49:16,227 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.8, P=0.4238, R=0.2689, F1=0.3290
2025-04-17 17:49:16,228 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.9, P=0.4161, R=0.2605, F1=0.3204
2025-04-17 17:49:16,260 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=7.0, P=0.4122, R=0.2563, F1=0.3161
2025-04-17 17:49:16,260 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.0, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:49:16,272 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.1, P=0.3559, R=0.3319, F1=0.3435
2025-04-17 17:49:16,272 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.2, P=0.3578, R=0.3277, F1=0.3421
2025-04-17 17:49:16,273 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.3, P=0.3578, R=0.3277, F1=0.3421
2025-04-17 17:49:16,278 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.4, P=0.3578, R=0.3277, F1=0.3421
2025-04-17 17:49:16,282 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.5, P=0.3578, R=0.3277, F1=0.3421
2025-04-17 17:49:16,298 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.6, P=0.3578, R=0.3277, F1=0.3421
2025-04-17 17:49:16,310 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.7, P=0.3628, R=0.3277, F1=0.3444
2025-04-17 17:49:16,317 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.8, P=0.3632, R=0.3235, F1=0.3422
2025-04-17 17:49:16,317 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.9, P=0.3667, R=0.3235, F1=0.3438
2025-04-17 17:49:16,326 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.0, P=0.3667, R=0.3235, F1=0.3438
2025-04-17 17:49:16,326 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.1, P=0.3684, R=0.3235, F1=0.3445
2025-04-17 17:49:16,336 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.2, P=0.3684, R=0.3235, F1=0.3445
2025-04-17 17:49:16,347 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.3, P=0.3684, R=0.3235, F1=0.3445
2025-04-17 17:49:16,366 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.4, P=0.3684, R=0.3235, F1=0.3445
2025-04-17 17:49:16,370 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.5, P=0.3684, R=0.3235, F1=0.3445
2025-04-17 17:49:16,404 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.6, P=0.3684, R=0.3235, F1=0.3445
2025-04-17 17:49:16,440 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.7, P=0.3720, R=0.3235, F1=0.3461
2025-04-17 17:49:16,440 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.8, P=0.3720, R=0.3235, F1=0.3461
2025-04-17 17:49:16,440 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.9, P=0.3720, R=0.3235, F1=0.3461
2025-04-17 17:49:16,441 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.0, P=0.3738, R=0.3235, F1=0.3468
2025-04-17 17:49:16,441 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.1, P=0.3725, R=0.3193, F1=0.3439
2025-04-17 17:49:16,449 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.2, P=0.3725, R=0.3193, F1=0.3439
2025-04-17 17:49:16,456 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.3, P=0.3725, R=0.3193, F1=0.3439
2025-04-17 17:49:16,465 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.4, P=0.3725, R=0.3193, F1=0.3439
2025-04-17 17:49:16,518 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.5, P=0.3838, R=0.3193, F1=0.3486
2025-04-17 17:49:16,526 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.6, P=0.3878, R=0.3193, F1=0.3502
2025-04-17 17:49:16,626 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.7, P=0.3918, R=0.3193, F1=0.3519
2025-04-17 17:49:16,882 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.8, P=0.4064, R=0.3193, F1=0.3576
2025-04-17 17:49:16,882 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=2.9, P=0.4153, R=0.3193, F1=0.3610
2025-04-17 17:49:16,882 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.0, P=0.4171, R=0.3067, F1=0.3535
2025-04-17 17:49:16,882 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.1, P=0.4138, R=0.3025, F1=0.3495
2025-04-17 17:49:16,882 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.2, P=0.4138, R=0.3025, F1=0.3495
2025-04-17 17:49:16,882 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.3, P=0.4138, R=0.3025, F1=0.3495
2025-04-17 17:49:16,882 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.4, P=0.4162, R=0.3025, F1=0.3504
2025-04-17 17:49:16,882 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.5, P=0.4094, R=0.2941, F1=0.3423
2025-04-17 17:49:16,883 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.6, P=0.4094, R=0.2941, F1=0.3423
2025-04-17 17:49:16,883 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.7, P=0.4094, R=0.2941, F1=0.3423
2025-04-17 17:49:16,883 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.8, P=0.4094, R=0.2941, F1=0.3423
2025-04-17 17:49:16,884 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=3.9, P=0.4167, R=0.2941, F1=0.3448
2025-04-17 17:49:16,885 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.0, P=0.4157, R=0.2899, F1=0.3416
2025-04-17 17:49:16,885 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.1, P=0.4157, R=0.2899, F1=0.3416
2025-04-17 17:49:16,885 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.2, P=0.4157, R=0.2899, F1=0.3416
2025-04-17 17:49:16,885 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.3, P=0.4157, R=0.2899, F1=0.3416
2025-04-17 17:49:16,885 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.4, P=0.4146, R=0.2857, F1=0.3383
2025-04-17 17:49:16,886 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.5, P=0.4146, R=0.2857, F1=0.3383
2025-04-17 17:49:16,886 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.6, P=0.4146, R=0.2857, F1=0.3383
2025-04-17 17:49:16,886 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.7, P=0.4172, R=0.2857, F1=0.3392
2025-04-17 17:49:16,978 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.8, P=0.4172, R=0.2857, F1=0.3392
2025-04-17 17:49:16,978 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=4.9, P=0.4172, R=0.2857, F1=0.3392
2025-04-17 17:49:16,978 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.0, P=0.4224, R=0.2857, F1=0.3409
2025-04-17 17:49:16,978 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.1, P=0.4224, R=0.2857, F1=0.3409
2025-04-17 17:49:16,978 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.2, P=0.4250, R=0.2857, F1=0.3417
2025-04-17 17:49:16,979 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.3, P=0.4250, R=0.2857, F1=0.3417
2025-04-17 17:49:16,979 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.4, P=0.4250, R=0.2857, F1=0.3417
2025-04-17 17:49:16,979 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.5, P=0.4250, R=0.2857, F1=0.3417
2025-04-17 17:49:16,979 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.6, P=0.4250, R=0.2857, F1=0.3417
2025-04-17 17:49:16,979 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.7, P=0.4277, R=0.2857, F1=0.3426
2025-04-17 17:49:16,980 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.8, P=0.4331, R=0.2857, F1=0.3443
2025-04-17 17:49:16,980 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=5.9, P=0.4331, R=0.2857, F1=0.3443
2025-04-17 17:49:16,980 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.0, P=0.4359, R=0.2857, F1=0.3452
2025-04-17 17:49:16,980 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.1, P=0.4359, R=0.2857, F1=0.3452
2025-04-17 17:49:16,980 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.2, P=0.4359, R=0.2857, F1=0.3452
2025-04-17 17:49:16,981 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.3, P=0.4351, R=0.2815, F1=0.3418
2025-04-17 17:49:16,981 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.4, P=0.4351, R=0.2815, F1=0.3418
2025-04-17 17:49:16,981 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.5, P=0.4351, R=0.2815, F1=0.3418
2025-04-17 17:49:16,981 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.6, P=0.4314, R=0.2773, F1=0.3376
2025-04-17 17:49:16,981 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.7, P=0.4276, R=0.2731, F1=0.3333
2025-04-17 17:49:16,981 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.8, P=0.4238, R=0.2689, F1=0.3290
2025-04-17 17:49:16,994 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=6.9, P=0.4161, R=0.2605, F1=0.3204
2025-04-17 17:49:17,003 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=7.0, P=0.4122, R=0.2563, F1=0.3161
2025-04-17 17:49:17,006 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.0, P=0.3527, R=0.3319, F1=0.3420
2025-04-17 17:49:17,010 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.1, P=0.3559, R=0.3319, F1=0.3435
2025-04-17 17:49:17,011 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.2, P=0.3578, R=0.3277, F1=0.3421
2025-04-17 17:49:17,012 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.3, P=0.3578, R=0.3277, F1=0.3421
2025-04-17 17:49:17,018 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.4, P=0.3578, R=0.3277, F1=0.3421
2025-04-17 17:49:17,093 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.5, P=0.3578, R=0.3277, F1=0.3421
2025-04-17 17:49:17,093 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.6, P=0.3578, R=0.3277, F1=0.3421
2025-04-17 17:49:17,094 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.7, P=0.3628, R=0.3277, F1=0.3444
2025-04-17 17:49:17,094 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.8, P=0.3632, R=0.3235, F1=0.3422
2025-04-17 17:49:17,094 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=0.9, P=0.3667, R=0.3235, F1=0.3438
2025-04-17 17:49:17,094 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.0, P=0.3667, R=0.3235, F1=0.3438
2025-04-17 17:49:17,096 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.1, P=0.3684, R=0.3235, F1=0.3445
2025-04-17 17:49:17,096 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.2, P=0.3684, R=0.3235, F1=0.3445
2025-04-17 17:49:17,104 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.3, P=0.3684, R=0.3235, F1=0.3445
2025-04-17 17:49:17,230 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.4, P=0.3684, R=0.3235, F1=0.3445
2025-04-17 17:49:17,230 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.5, P=0.3684, R=0.3235, F1=0.3445
2025-04-17 17:49:17,230 - INFO - [els-1.txt] mode=mean_ratio, corr_threshold=0.6, threshold=1.6, P=0.3684, R=0.3235, F1=0.3445
