2025-04-17 17:47:58,434 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='els', window_size=5, score_thresholds=array([0. , 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1. , 1.1, 1.2,
       1.3, 1.4, 1.5, 1.6, 1.7, 1.8, 1.9, 2. , 2.1, 2.2, 2.3, 2.4, 2.5,
       2.6, 2.7, 2.8, 2.9, 3. , 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8,
       3.9, 4. , 4.1, 4.2, 4.3, 4.4, 4.5, 4.6, 4.7, 4.8, 4.9, 5. , 5.1,
       5.2, 5.3, 5.4, 5.5, 5.6, 5.7, 5.8, 5.9, 6. , 6.1, 6.2, 6.3, 6.4,
       6.5, 6.6, 6.7, 6.8, 6.9, 7. ]), topk_range=range(0, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/els/neighbor_corr_threshold', visual_dir='./visual/els/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-04-17 17:47:58,434 - INFO - 当前评分模式: ['deviation']
2025-04-17 17:47:58,434 - INFO - 
==================================================
2025-04-17 17:47:58,434 - INFO - 开始执行网格搜索...
2025-04-17 17:47:58,437 - INFO - [els-1] Starting grid search...
2025-04-17 17:47:59,274 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.0, threshold=0.0, P=0.2652, R=0.4958, F1=0.3455
2025-04-17 17:48:10,885 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=4.9, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:10,890 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=5.0, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:10,891 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=5.1, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:10,920 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=5.2, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:10,921 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=5.3, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:10,921 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=5.4, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:10,977 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=5.5, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:10,991 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=5.6, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:11,008 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=5.7, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:11,009 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=5.8, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:11,009 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=5.9, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:11,028 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=6.0, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:11,028 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=6.1, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:11,035 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=6.2, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:11,202 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=6.3, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:11,202 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=6.4, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:11,202 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=6.5, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:11,202 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=6.6, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:11,203 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=6.7, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:11,203 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=6.8, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:11,203 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=6.9, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:11,203 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.5, threshold=7.0, P=0.2843, R=0.4958, F1=0.3614
2025-04-17 17:48:11,203 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.0, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,203 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.1, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,204 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.2, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,204 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.3, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,204 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.4, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,204 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.5, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,329 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.6, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,329 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.7, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,329 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.8, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,329 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.9, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,329 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.0, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,329 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.1, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,330 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.2, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,330 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.3, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,330 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.4, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,330 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.5, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,330 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.6, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,377 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.7, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,377 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.8, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,377 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.9, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,383 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.0, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,383 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.1, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,387 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.2, P=0.2786, R=0.4202, F1=0.3350
2025-04-17 17:48:11,398 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.3, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:48:11,398 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.4, P=0.2809, R=0.4202, F1=0.3367
2025-04-17 17:48:11,401 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.5, P=0.2817, R=0.4202, F1=0.3373
2025-04-17 17:48:11,641 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.6, P=0.2833, R=0.4202, F1=0.3384
2025-04-17 17:48:11,642 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.7, P=0.2849, R=0.4202, F1=0.3396
2025-04-17 17:48:11,642 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.8, P=0.2899, R=0.4202, F1=0.3431
2025-04-17 17:48:11,642 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.9, P=0.2950, R=0.4202, F1=0.3466
2025-04-17 17:48:11,643 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.0, P=0.2967, R=0.4202, F1=0.3478
2025-04-17 17:48:11,643 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.1, P=0.2982, R=0.4160, F1=0.3474
2025-04-17 17:48:11,643 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.2, P=0.3037, R=0.4160, F1=0.3511
2025-04-17 17:48:11,643 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.3, P=0.3034, R=0.4118, F1=0.3494
2025-04-17 17:48:11,643 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.4, P=0.3082, R=0.4118, F1=0.3525
2025-04-17 17:48:11,643 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.5, P=0.3121, R=0.4118, F1=0.3551
2025-04-17 17:48:11,644 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.6, P=0.3109, R=0.4076, F1=0.3527
2025-04-17 17:48:11,644 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.7, P=0.3074, R=0.3992, F1=0.3473
2025-04-17 17:48:11,644 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.8, P=0.3062, R=0.3950, F1=0.3450
2025-04-17 17:48:11,644 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.9, P=0.3072, R=0.3950, F1=0.3456
2025-04-17 17:48:11,644 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.0, P=0.3082, R=0.3950, F1=0.3462
2025-04-17 17:48:11,644 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.1, P=0.3082, R=0.3950, F1=0.3462
2025-04-17 17:48:11,644 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.2, P=0.3092, R=0.3950, F1=0.3469
2025-04-17 17:48:11,644 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.3, P=0.3092, R=0.3950, F1=0.3469
2025-04-17 17:48:11,644 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.4, P=0.3092, R=0.3950, F1=0.3469
2025-04-17 17:48:11,644 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.5, P=0.3102, R=0.3950, F1=0.3475
2025-04-17 17:48:11,644 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.6, P=0.3113, R=0.3950, F1=0.3481
2025-04-17 17:48:11,644 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.7, P=0.3133, R=0.3950, F1=0.3494
2025-04-17 17:48:11,645 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.8, P=0.3133, R=0.3950, F1=0.3494
2025-04-17 17:48:11,654 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.9, P=0.3133, R=0.3950, F1=0.3494
2025-04-17 17:48:11,659 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.0, P=0.3133, R=0.3950, F1=0.3494
2025-04-17 17:48:11,689 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.1, P=0.3133, R=0.3950, F1=0.3494
2025-04-17 17:48:11,689 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.2, P=0.3133, R=0.3950, F1=0.3494
2025-04-17 17:48:11,694 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.3, P=0.3133, R=0.3950, F1=0.3494
2025-04-17 17:48:11,764 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.4, P=0.3144, R=0.3950, F1=0.3501
2025-04-17 17:48:11,765 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.5, P=0.3154, R=0.3950, F1=0.3507
2025-04-17 17:48:11,771 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.6, P=0.3154, R=0.3950, F1=0.3507
2025-04-17 17:48:11,793 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.7, P=0.3154, R=0.3950, F1=0.3507
2025-04-17 17:48:11,793 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.8, P=0.3154, R=0.3950, F1=0.3507
2025-04-17 17:48:11,793 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.9, P=0.3165, R=0.3950, F1=0.3514
2025-04-17 17:48:11,793 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.0, P=0.3165, R=0.3950, F1=0.3514
2025-04-17 17:48:11,793 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.1, P=0.3165, R=0.3950, F1=0.3514
2025-04-17 17:48:11,801 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.2, P=0.3142, R=0.3908, F1=0.3483
2025-04-17 17:48:11,833 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.3, P=0.3142, R=0.3908, F1=0.3483
2025-04-17 17:48:11,857 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.4, P=0.3163, R=0.3908, F1=0.3496
2025-04-17 17:48:11,887 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.5, P=0.3163, R=0.3908, F1=0.3496
2025-04-17 17:48:11,888 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.6, P=0.3163, R=0.3908, F1=0.3496
2025-04-17 17:48:11,904 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.7, P=0.3163, R=0.3908, F1=0.3496
2025-04-17 17:48:11,904 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.8, P=0.3174, R=0.3908, F1=0.3503
2025-04-17 17:48:11,943 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.9, P=0.3174, R=0.3908, F1=0.3503
2025-04-17 17:48:11,943 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=7.0, P=0.3196, R=0.3908, F1=0.3516
2025-04-17 17:48:11,967 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.0, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,968 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.1, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,968 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.2, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,968 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.3, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,968 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.4, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,968 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.5, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,968 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.6, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,968 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.7, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:11,982 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.8, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,001 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.9, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,002 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.0, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,045 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.1, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,046 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.2, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,046 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.3, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,046 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.4, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,058 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.5, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,062 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.6, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,094 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.7, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,104 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.8, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,140 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=1.9, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,179 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.0, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,179 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.1, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,180 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.2, P=0.2786, R=0.4202, F1=0.3350
2025-04-17 17:48:12,181 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.3, P=0.2793, R=0.4202, F1=0.3356
2025-04-17 17:48:12,181 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.4, P=0.2809, R=0.4202, F1=0.3367
2025-04-17 17:48:12,181 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.5, P=0.2817, R=0.4202, F1=0.3373
2025-04-17 17:48:12,181 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.6, P=0.2833, R=0.4202, F1=0.3384
2025-04-17 17:48:12,191 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.7, P=0.2849, R=0.4202, F1=0.3396
2025-04-17 17:48:12,214 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.8, P=0.2899, R=0.4202, F1=0.3431
2025-04-17 17:48:12,252 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=2.9, P=0.2950, R=0.4202, F1=0.3466
2025-04-17 17:48:12,269 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.0, P=0.2967, R=0.4202, F1=0.3478
2025-04-17 17:48:12,307 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.1, P=0.2982, R=0.4160, F1=0.3474
2025-04-17 17:48:12,308 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.2, P=0.3037, R=0.4160, F1=0.3511
2025-04-17 17:48:12,309 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.3, P=0.3034, R=0.4118, F1=0.3494
2025-04-17 17:48:12,309 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.4, P=0.3082, R=0.4118, F1=0.3525
2025-04-17 17:48:12,309 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.5, P=0.3121, R=0.4118, F1=0.3551
2025-04-17 17:48:12,326 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.6, P=0.3109, R=0.4076, F1=0.3527
2025-04-17 17:48:12,327 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.7, P=0.3074, R=0.3992, F1=0.3473
2025-04-17 17:48:12,383 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.8, P=0.3062, R=0.3950, F1=0.3450
2025-04-17 17:48:12,383 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=3.9, P=0.3072, R=0.3950, F1=0.3456
2025-04-17 17:48:12,383 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.0, P=0.3082, R=0.3950, F1=0.3462
2025-04-17 17:48:12,383 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.1, P=0.3082, R=0.3950, F1=0.3462
2025-04-17 17:48:12,384 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.2, P=0.3092, R=0.3950, F1=0.3469
2025-04-17 17:48:12,400 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.3, P=0.3092, R=0.3950, F1=0.3469
2025-04-17 17:48:12,400 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.4, P=0.3092, R=0.3950, F1=0.3469
2025-04-17 17:48:12,423 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.5, P=0.3102, R=0.3950, F1=0.3475
2025-04-17 17:48:12,423 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.6, P=0.3113, R=0.3950, F1=0.3481
2025-04-17 17:48:12,424 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.7, P=0.3133, R=0.3950, F1=0.3494
2025-04-17 17:48:12,424 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.8, P=0.3133, R=0.3950, F1=0.3494
2025-04-17 17:48:12,426 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=4.9, P=0.3133, R=0.3950, F1=0.3494
2025-04-17 17:48:12,439 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.0, P=0.3133, R=0.3950, F1=0.3494
2025-04-17 17:48:12,466 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.1, P=0.3133, R=0.3950, F1=0.3494
2025-04-17 17:48:12,466 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.2, P=0.3133, R=0.3950, F1=0.3494
2025-04-17 17:48:12,489 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.3, P=0.3133, R=0.3950, F1=0.3494
2025-04-17 17:48:12,510 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.4, P=0.3144, R=0.3950, F1=0.3501
2025-04-17 17:48:12,527 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.5, P=0.3154, R=0.3950, F1=0.3507
2025-04-17 17:48:12,557 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.6, P=0.3154, R=0.3950, F1=0.3507
2025-04-17 17:48:12,562 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.7, P=0.3154, R=0.3950, F1=0.3507
2025-04-17 17:48:12,583 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.8, P=0.3154, R=0.3950, F1=0.3507
2025-04-17 17:48:12,583 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=5.9, P=0.3165, R=0.3950, F1=0.3514
2025-04-17 17:48:12,583 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.0, P=0.3165, R=0.3950, F1=0.3514
2025-04-17 17:48:12,583 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.1, P=0.3165, R=0.3950, F1=0.3514
2025-04-17 17:48:12,590 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.2, P=0.3142, R=0.3908, F1=0.3483
2025-04-17 17:48:12,590 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.3, P=0.3142, R=0.3908, F1=0.3483
2025-04-17 17:48:12,596 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.4, P=0.3163, R=0.3908, F1=0.3496
2025-04-17 17:48:12,654 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.5, P=0.3163, R=0.3908, F1=0.3496
2025-04-17 17:48:12,655 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.6, P=0.3163, R=0.3908, F1=0.3496
2025-04-17 17:48:12,689 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.7, P=0.3163, R=0.3908, F1=0.3496
2025-04-17 17:48:12,760 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.8, P=0.3174, R=0.3908, F1=0.3503
2025-04-17 17:48:12,760 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=6.9, P=0.3174, R=0.3908, F1=0.3503
2025-04-17 17:48:12,760 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=7.0, P=0.3196, R=0.3908, F1=0.3516
2025-04-17 17:48:12,760 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.0, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,760 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.1, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,760 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.2, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,760 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.3, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,760 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.4, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,760 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.5, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,761 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.6, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,761 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.7, P=0.2778, R=0.4202, F1=0.3344
2025-04-17 17:48:12,765 - INFO - [els-1.txt] mode=deviation, corr_threshold=0.6, threshold=0.8, P=0.2778, R=0.4202, F1=0.3344
