2025-05-07 23:36:54,998 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['value_times_range'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_corr_threshold', visual_dir='./visual/machine/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-05-07 23:36:54,998 - INFO - 当前评分模式: ['value_times_range']
2025-05-07 23:36:54,998 - INFO - 
==================================================
2025-05-07 23:36:54,998 - INFO - 开始执行网格搜索...
2025-05-07 23:36:55,002 - INFO - [machine-1-1] Starting grid search...
2025-05-07 23:37:41,167 - INFO - [machine-1-1.txt] mode=value_times_range, corr_threshold=0.0, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-08 00:25:37,124 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=6.5, P=0.4712, R=0.3333, F1=0.3904
2025-05-08 00:25:37,125 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=7.0, P=0.4800, R=0.3265, F1=0.3887
2025-05-08 00:25:37,508 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=0.0, P=0.4351, R=0.7177, F1=0.5417
2025-05-08 00:25:37,509 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=0.5, P=0.4389, R=0.6837, F1=0.5346
2025-05-08 00:25:37,509 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=1.0, P=0.4321, R=0.6497, F1=0.5190
2025-05-08 00:25:37,509 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=1.5, P=0.4357, R=0.6224, F1=0.5126
2025-05-08 00:25:39,339 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=2.0, P=0.4504, R=0.5714, F1=0.5037
2025-05-08 00:25:39,339 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=2.5, P=0.4602, R=0.5306, F1=0.4929
2025-05-08 00:25:39,339 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=3.0, P=0.4639, R=0.5034, F1=0.4829
2025-05-08 00:25:41,941 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=3.5, P=0.4620, R=0.4762, F1=0.4690
2025-05-08 00:25:41,942 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=4.0, P=0.4679, R=0.4456, F1=0.4564
2025-05-08 00:25:43,155 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=4.5, P=0.4627, R=0.4014, F1=0.4299
2025-05-08 00:25:43,156 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=5.0, P=0.4726, R=0.3810, F1=0.4218
2025-05-08 00:25:45,507 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=5.5, P=0.4679, R=0.3469, F1=0.3984
2025-05-08 00:25:45,508 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=6.0, P=0.4673, R=0.3401, F1=0.3937
2025-05-08 00:25:45,508 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=6.5, P=0.4712, R=0.3333, F1=0.3904
2025-05-08 00:25:45,508 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=7.0, P=0.4800, R=0.3265, F1=0.3887
2025-05-08 00:25:47,637 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=0.0, P=0.4351, R=0.7177, F1=0.5417
2025-05-08 00:25:47,638 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=0.5, P=0.4389, R=0.6837, F1=0.5346
2025-05-08 00:25:47,638 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=1.0, P=0.4321, R=0.6497, F1=0.5190
2025-05-08 00:25:47,638 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=1.5, P=0.4357, R=0.6224, F1=0.5126
2025-05-08 00:25:47,795 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=2.0, P=0.4504, R=0.5714, F1=0.5037
2025-05-08 00:25:50,003 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=2.5, P=0.4602, R=0.5306, F1=0.4929
2025-05-08 00:25:50,005 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=3.0, P=0.4639, R=0.5034, F1=0.4829
2025-05-08 00:25:50,005 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=3.5, P=0.4620, R=0.4762, F1=0.4690
2025-05-08 00:25:50,994 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=4.0, P=0.4679, R=0.4456, F1=0.4564
2025-05-08 00:25:50,994 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=4.5, P=0.4627, R=0.4014, F1=0.4299
2025-05-08 00:25:50,995 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=5.0, P=0.4726, R=0.3810, F1=0.4218
2025-05-08 00:25:50,995 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=5.5, P=0.4679, R=0.3469, F1=0.3984
2025-05-08 00:25:51,598 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=6.0, P=0.4673, R=0.3401, F1=0.3937
2025-05-08 00:25:53,098 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=6.5, P=0.4712, R=0.3333, F1=0.3904
2025-05-08 00:25:53,099 - INFO - [machine-1-6.txt] mode=value_times_range, corr_threshold=0.6, threshold=7.0, P=0.4800, R=0.3265, F1=0.3887
2025-05-08 00:25:53,258 - INFO - [machine-2-2] Starting grid search...
2025-05-08 00:26:30,830 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=0.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:26:36,494 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=0.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:27:01,614 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=1.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:27:01,615 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=1.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:27:01,615 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=2.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:01,873 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=2.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:01,873 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=3.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:02,228 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=3.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:02,228 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=4.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:02,228 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=4.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:02,229 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=5.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:02,229 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=5.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:02,229 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=6.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:02,636 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=6.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:02,637 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=7.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:02,637 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=0.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:27:02,637 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=0.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:27:03,027 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=1.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:27:03,027 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=1.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:27:03,027 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=2.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:03,027 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=2.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:03,027 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=3.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:03,109 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=3.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:03,109 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=4.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:03,109 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=4.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:03,533 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=5.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:03,709 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=5.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:03,709 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=6.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:03,709 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=6.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:03,878 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.0, threshold=7.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:03,879 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.1, threshold=0.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:27:03,879 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.1, threshold=0.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:27:03,879 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.1, threshold=1.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:27:03,879 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.1, threshold=1.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:27:03,879 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.1, threshold=2.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:03,879 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.1, threshold=2.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:08,947 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.1, threshold=3.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:09,246 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.1, threshold=3.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:09,246 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.1, threshold=4.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:13,563 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.1, threshold=4.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:13,563 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.1, threshold=5.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:14,681 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.1, threshold=5.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:31,166 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.1, threshold=6.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:31,167 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.1, threshold=6.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:31,167 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.1, threshold=7.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:31,167 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:27:37,655 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:27:37,655 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:27:44,043 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:27:54,443 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:54,443 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:54,443 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:54,443 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:54,443 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:58,663 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:27:58,663 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:02,902 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:03,150 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:03,151 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:03,151 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=7.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:03,151 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:28:03,151 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:28:03,151 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:28:03,151 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:28:03,151 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:05,119 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:05,222 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:05,223 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:05,223 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:05,223 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:05,223 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:05,223 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:05,224 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:05,267 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:05,267 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=7.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:05,267 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:28:05,267 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=0.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:28:10,072 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:28:14,665 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=1.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:28:15,820 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:20,421 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=2.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:20,421 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:25,874 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=3.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:25,875 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:25,875 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=4.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:26,503 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:26,503 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=5.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:36,168 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:36,168 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=6.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:44,070 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.2, threshold=7.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:44,071 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:28:44,071 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.3, threshold=0.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:28:44,071 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:28:48,333 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.3, threshold=1.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:28:48,334 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:48,334 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.3, threshold=2.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:48,334 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:48,334 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.3, threshold=3.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:48,334 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:48,334 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.3, threshold=4.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:48,334 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:49,266 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.3, threshold=5.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:49,266 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:28:49,266 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.3, threshold=6.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:29:02,907 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.3, threshold=7.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:29:02,907 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:29:02,907 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:29:02,907 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:29:02,907 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:29:05,545 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:29:05,546 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:29:07,734 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:29:07,861 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:29:08,764 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:29:08,765 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:29:10,047 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:29:10,047 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.5, P=0.2426, R=0.8507, F1=0.3775
2025-05-08 00:29:10,047 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.0, P=0.2426, R=0.8507, F1=0.3775
2025-05-08 00:29:10,048 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.5, P=0.2426, R=0.8507, F1=0.3775
2025-05-08 00:29:14,674 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=7.0, P=0.2426, R=0.8507, F1=0.3775
2025-05-08 00:29:14,674 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:29:14,674 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=0.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:29:25,665 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:29:25,666 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=1.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-08 00:29:25,666 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:29:25,666 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=2.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:29:25,666 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:29:25,666 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=3.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:29:31,390 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:29:31,391 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=4.5, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:29:31,391 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.0, P=0.2415, R=0.8507, F1=0.3762
2025-05-08 00:29:31,391 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=5.5, P=0.2426, R=0.8507, F1=0.3775
2025-05-08 00:29:34,792 - INFO - [machine-2-2.txt] mode=value_times_range, corr_threshold=0.4, threshold=6.0, P=0.2426, R=0.8507, F1=0.3775
