2025-05-07 20:10:21,277 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='machine', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0. , 0. , 0.1, 0.2, 0.2, 0.2, 0.3, 0.4, 0.4, 0.4, 0.5, 0.6, 0.6,
       0.6]), neighbor_selection='corr_threshold', score_modes=['deviation'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/machine/neighbor_corr_threshold', visual_dir='./visual/machine/neighbor_corr_threshold', num_workers=36, gif_duration=500)
2025-05-07 20:10:21,277 - INFO - 当前评分模式: ['deviation']
2025-05-07 20:10:21,277 - INFO - 
==================================================
2025-05-07 20:10:21,277 - INFO - 开始执行网格搜索...
2025-05-07 20:10:21,284 - INFO - [machine-1-1] Starting grid search...
2025-05-07 20:11:12,387 - INFO - [machine-1-1.txt] mode=deviation, corr_threshold=0.0, threshold=0.0, P=0.4333, R=0.8228, F1=0.5677
2025-05-07 21:14:11,962 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=1.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:11,962 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=2.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:11,962 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=2.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:11,962 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=3.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:12,800 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=3.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:12,801 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=4.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:12,801 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=4.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:12,801 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=5.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:12,801 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=5.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:12,801 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=6.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:12,802 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=6.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:17,137 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=7.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:22,766 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=0.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:22,882 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=0.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:22,882 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=1.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:22,882 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=1.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:24,110 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=2.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:28,066 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=2.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:31,622 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=3.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:32,804 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=3.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:33,315 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=4.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:33,429 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=4.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:34,918 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=5.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:35,483 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=5.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:35,929 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=6.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:37,210 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=6.5, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:37,211 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.4, threshold=7.0, P=0.2405, R=0.8507, F1=0.3750
2025-05-07 21:14:37,211 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.5, threshold=0.0, P=0.2489, R=0.8507, F1=0.3851
2025-05-07 21:14:37,211 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.5, threshold=0.5, P=0.2522, R=0.8507, F1=0.3891
2025-05-07 21:14:37,211 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.5, threshold=1.0, P=0.2545, R=0.8507, F1=0.3918
2025-05-07 21:14:43,178 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.5, threshold=1.5, P=0.2568, R=0.8507, F1=0.3945
2025-05-07 21:14:43,179 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.5, threshold=2.0, P=0.2568, R=0.8507, F1=0.3945
2025-05-07 21:14:43,179 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.5, threshold=2.5, P=0.2534, R=0.8358, F1=0.3889
2025-05-07 21:14:43,179 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.5, threshold=3.0, P=0.2534, R=0.8358, F1=0.3889
2025-05-07 21:14:47,452 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.5, threshold=3.5, P=0.2534, R=0.8358, F1=0.3889
2025-05-07 21:14:47,452 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.5, threshold=4.0, P=0.2534, R=0.8358, F1=0.3889
2025-05-07 21:14:47,452 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.5, threshold=4.5, P=0.2534, R=0.8358, F1=0.3889
2025-05-07 21:14:47,452 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.5, threshold=5.0, P=0.2534, R=0.8358, F1=0.3889
2025-05-07 21:14:47,453 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.5, threshold=5.5, P=0.2534, R=0.8358, F1=0.3889
2025-05-07 21:14:52,527 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.5, threshold=6.0, P=0.2511, R=0.8209, F1=0.3846
2025-05-07 21:14:52,527 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.5, threshold=6.5, P=0.2407, R=0.7761, F1=0.3675
2025-05-07 21:14:52,527 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.5, threshold=7.0, P=0.2419, R=0.7761, F1=0.3688
2025-05-07 21:14:52,527 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=0.0, P=0.2511, R=0.8507, F1=0.3878
2025-05-07 21:14:52,527 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=0.5, P=0.2512, R=0.8060, F1=0.3830
2025-05-07 21:14:52,527 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=1.0, P=0.2523, R=0.8060, F1=0.3843
2025-05-07 21:14:52,528 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=1.5, P=0.2571, R=0.8060, F1=0.3899
2025-05-07 21:14:52,528 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=2.0, P=0.2573, R=0.7910, F1=0.3883
2025-05-07 21:14:52,528 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=2.5, P=0.2426, R=0.7313, F1=0.3643
2025-05-07 21:14:52,528 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=3.0, P=0.2388, R=0.7164, F1=0.3582
2025-05-07 21:14:52,576 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=3.5, P=0.2245, R=0.6567, F1=0.3346
2025-05-07 21:15:10,766 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=4.0, P=0.2176, R=0.6269, F1=0.3231
2025-05-07 21:15:10,766 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=4.5, P=0.2094, R=0.5970, F1=0.3101
2025-05-07 21:15:10,767 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=5.0, P=0.2053, R=0.5821, F1=0.3035
2025-05-07 21:15:10,767 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=5.5, P=0.1968, R=0.5522, F1=0.2902
2025-05-07 21:15:10,767 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=6.0, P=0.1946, R=0.5373, F1=0.2857
2025-05-07 21:15:10,767 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=6.5, P=0.1823, R=0.4925, F1=0.2661
2025-05-07 21:15:10,767 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=7.0, P=0.1844, R=0.4925, F1=0.2683
2025-05-07 21:15:10,767 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=0.0, P=0.2511, R=0.8507, F1=0.3878
2025-05-07 21:15:10,768 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=0.5, P=0.2512, R=0.8060, F1=0.3830
2025-05-07 21:15:10,768 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=1.0, P=0.2523, R=0.8060, F1=0.3843
2025-05-07 21:15:10,768 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=1.5, P=0.2571, R=0.8060, F1=0.3899
2025-05-07 21:15:10,768 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=2.0, P=0.2573, R=0.7910, F1=0.3883
2025-05-07 21:15:10,768 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=2.5, P=0.2426, R=0.7313, F1=0.3643
2025-05-07 21:15:10,768 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=3.0, P=0.2388, R=0.7164, F1=0.3582
2025-05-07 21:15:10,768 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=3.5, P=0.2245, R=0.6567, F1=0.3346
2025-05-07 21:15:10,768 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=4.0, P=0.2176, R=0.6269, F1=0.3231
2025-05-07 21:15:10,768 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=4.5, P=0.2094, R=0.5970, F1=0.3101
2025-05-07 21:15:10,769 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=5.0, P=0.2053, R=0.5821, F1=0.3035
2025-05-07 21:15:10,769 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=5.5, P=0.1968, R=0.5522, F1=0.2902
2025-05-07 21:15:10,769 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=6.0, P=0.1946, R=0.5373, F1=0.2857
2025-05-07 21:15:10,769 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=6.5, P=0.1823, R=0.4925, F1=0.2661
2025-05-07 21:15:10,769 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=7.0, P=0.1844, R=0.4925, F1=0.2683
2025-05-07 21:15:10,769 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=0.0, P=0.2511, R=0.8507, F1=0.3878
2025-05-07 21:15:10,769 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=0.5, P=0.2512, R=0.8060, F1=0.3830
2025-05-07 21:15:10,769 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=1.0, P=0.2523, R=0.8060, F1=0.3843
2025-05-07 21:15:10,769 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=1.5, P=0.2571, R=0.8060, F1=0.3899
2025-05-07 21:15:12,152 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=2.0, P=0.2573, R=0.7910, F1=0.3883
2025-05-07 21:15:12,483 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=2.5, P=0.2426, R=0.7313, F1=0.3643
2025-05-07 21:15:19,180 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=3.0, P=0.2388, R=0.7164, F1=0.3582
2025-05-07 21:15:19,180 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=3.5, P=0.2245, R=0.6567, F1=0.3346
2025-05-07 21:15:19,598 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=4.0, P=0.2176, R=0.6269, F1=0.3231
2025-05-07 21:15:21,168 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=4.5, P=0.2094, R=0.5970, F1=0.3101
2025-05-07 21:15:21,169 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=5.0, P=0.2053, R=0.5821, F1=0.3035
2025-05-07 21:15:21,169 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=5.5, P=0.1968, R=0.5522, F1=0.2902
2025-05-07 21:15:24,972 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=6.0, P=0.1946, R=0.5373, F1=0.2857
2025-05-07 21:15:24,972 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=6.5, P=0.1823, R=0.4925, F1=0.2661
2025-05-07 21:15:24,973 - INFO - [machine-2-2.txt] mode=deviation, corr_threshold=0.6, threshold=7.0, P=0.1844, R=0.4925, F1=0.2683
2025-05-07 21:15:25,082 - INFO - [machine-2-8] Starting grid search...
2025-05-07 21:16:01,419 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=0.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:09,943 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=0.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:09,944 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=1.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:09,944 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=1.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:09,945 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=2.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:10,928 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=2.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:10,928 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=3.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:10,929 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=3.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:10,929 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=4.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:10,929 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=4.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:11,351 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=5.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:11,352 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=5.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:12,776 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=6.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,802 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=6.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,803 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=7.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,803 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=0.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,803 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=0.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,804 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=1.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,804 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=1.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,804 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=2.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,804 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=2.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,804 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=3.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,804 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=3.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,804 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=4.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,804 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=4.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,804 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=5.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,804 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=5.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,805 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=6.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,805 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=6.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,805 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.0, threshold=7.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,805 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.1, threshold=0.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,805 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.1, threshold=0.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,805 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.1, threshold=1.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,965 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.1, threshold=1.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,966 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.1, threshold=2.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:16,966 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.1, threshold=2.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:24,003 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.1, threshold=3.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:34,697 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.1, threshold=3.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:34,698 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.1, threshold=4.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:34,698 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.1, threshold=4.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:34,698 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.1, threshold=5.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:34,698 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.1, threshold=5.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:34,699 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.1, threshold=6.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:51,217 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.1, threshold=6.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:51,218 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.1, threshold=7.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:51,218 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=0.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:51,218 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=0.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:51,219 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=1.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:51,219 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=1.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:51,219 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=2.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:54,272 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=2.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:54,274 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=3.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:59,066 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=3.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:59,066 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=4.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:59,066 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=4.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:59,067 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=5.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:59,067 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=5.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:59,067 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=6.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:16:59,067 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=6.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:02,552 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=7.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:02,553 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=0.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:02,553 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=0.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:02,553 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=1.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:02,553 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=1.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:06,378 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=2.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:06,379 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=2.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:06,379 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=3.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:06,379 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=3.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:06,379 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=4.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:06,379 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=4.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:06,379 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=5.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:06,379 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=5.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:06,379 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=6.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:06,379 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=6.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:09,068 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=7.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:09,068 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=0.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:09,069 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=0.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:13,258 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=1.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:13,259 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=1.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:13,259 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=2.0, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:13,259 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=2.5, P=1.0000, R=0.9118, F1=0.9538
2025-05-07 21:17:13,259 - INFO - [machine-2-8.txt] mode=deviation, corr_threshold=0.2, threshold=3.0, P=1.0000, R=0.9118, F1=0.9538
