2025-04-16 12:44:10,746 - INFO - 
 Starting experiment with config: ExperimentConfig(dataset='omi', window_size=5, score_thresholds=array([0. , 0.5, 1. , 1.5, 2. , 2.5, 3. , 3.5, 4. , 4.5, 5. , 5.5, 6. ,
       6.5, 7. ]), topk_range=range(1, 10), corr_threshold_range=array([0.1, 0.2, 0.3, 0.4, 0.5]), neighbor_selection='corr_threshold', score_modes=['range_ratio'], data_dir='./data/processed', label_dir='./data/interpretation_label', log_dir='./log/omi/neighbor_corr_threshold', visual_dir='./visual/omi/neighbor_corr_threshold', num_workers=4, gif_duration=500)
2025-04-16 12:44:10,746 - INFO - 当前评分模式: ['range_ratio']
2025-04-16 12:44:10,746 - INFO - 
==================================================
2025-04-16 12:44:10,747 - INFO - 开始执行网格搜索...
2025-04-16 12:44:10,749 - INFO - [omi-1] Starting grid search...
2025-04-16 12:44:13,872 - INFO - [omi-1.txt] mode=range_ratio, corr_threshold=0.1, threshold=0.0, P=0.7395, R=0.9888, F1=0.8462
2025-04-16 12:53:30,154 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.5, P=0.3500, R=0.9032, F1=0.5045
2025-04-16 12:53:30,895 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.0, P=0.3590, R=0.9032, F1=0.5138
2025-04-16 12:53:31,675 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.5, P=0.3636, R=0.9032, F1=0.5185
2025-04-16 12:53:32,320 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.0, P=0.3684, R=0.9032, F1=0.5234
2025-04-16 12:53:33,036 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.5, P=0.3889, R=0.9032, F1=0.5437
2025-04-16 12:53:33,283 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.4, threshold=7.0, P=0.3889, R=0.9032, F1=0.5437
2025-04-16 12:53:34,391 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.5, threshold=0.0, P=0.3506, R=0.8710, F1=0.5000
2025-04-16 12:53:34,911 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.5, threshold=0.5, P=0.3553, R=0.8710, F1=0.5047
2025-04-16 12:53:35,826 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.5, threshold=1.0, P=0.3600, R=0.8710, F1=0.5094
2025-04-16 12:53:36,055 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.5, threshold=1.5, P=0.3600, R=0.8710, F1=0.5094
2025-04-16 12:53:37,024 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.5, threshold=2.0, P=0.3649, R=0.8710, F1=0.5143
2025-04-16 12:53:37,553 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.5, threshold=2.5, P=0.3649, R=0.8710, F1=0.5143
2025-04-16 12:53:38,898 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.5, threshold=3.0, P=0.3699, R=0.8710, F1=0.5192
2025-04-16 12:53:38,899 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.5, threshold=3.5, P=0.3699, R=0.8710, F1=0.5192
2025-04-16 12:53:39,797 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.5, threshold=4.0, P=0.3699, R=0.8710, F1=0.5192
2025-04-16 12:53:40,601 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.5, threshold=4.5, P=0.3699, R=0.8710, F1=0.5192
2025-04-16 12:53:41,207 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.5, threshold=5.0, P=0.3750, R=0.8710, F1=0.5243
2025-04-16 12:53:41,398 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.5, threshold=5.5, P=0.4030, R=0.8710, F1=0.5510
2025-04-16 12:53:42,517 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.5, threshold=6.0, P=0.4030, R=0.8710, F1=0.5510
2025-04-16 12:53:42,826 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.5, threshold=6.5, P=0.4030, R=0.8710, F1=0.5510
2025-04-16 12:53:43,467 - INFO - [omi-8.txt] mode=range_ratio, corr_threshold=0.5, threshold=7.0, P=0.4091, R=0.8710, F1=0.5567
2025-04-16 12:53:43,482 - INFO - [omi-9] Starting grid search...
2025-04-16 12:53:46,345 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.1, threshold=0.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:46,394 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.1, threshold=0.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:46,395 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.1, threshold=1.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:46,437 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.1, threshold=1.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:48,187 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.1, threshold=2.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:48,215 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.1, threshold=2.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:48,217 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.1, threshold=3.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:48,278 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.1, threshold=3.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:50,075 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.1, threshold=4.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:50,084 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.1, threshold=4.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:50,134 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.1, threshold=5.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:50,154 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.1, threshold=5.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:52,143 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.1, threshold=6.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:52,216 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.1, threshold=6.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:52,217 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.1, threshold=7.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:52,217 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.2, threshold=0.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:54,981 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.2, threshold=0.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:54,982 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.2, threshold=1.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:54,982 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.2, threshold=1.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:55,421 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:57,527 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.2, threshold=2.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:57,747 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:57,749 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.2, threshold=3.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:53:57,912 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:00,242 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.2, threshold=4.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:00,380 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:01,032 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.2, threshold=5.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:01,032 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:02,836 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.2, threshold=6.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:03,234 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.2, threshold=7.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:03,235 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:04,057 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.3, threshold=0.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:05,893 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:05,894 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.3, threshold=1.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:05,894 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:07,355 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.3, threshold=2.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:08,384 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:08,412 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.3, threshold=3.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:08,727 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:10,117 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.3, threshold=4.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:10,992 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:11,364 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.3, threshold=5.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:11,391 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:12,929 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.3, threshold=6.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:13,700 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.3, threshold=7.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:14,229 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:14,251 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.4, threshold=0.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:15,966 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:16,604 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.4, threshold=1.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:17,342 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:17,342 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.4, threshold=2.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:18,965 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:19,126 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.4, threshold=3.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:19,998 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.0, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:20,252 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.4, threshold=4.5, P=0.4962, R=0.9155, F1=0.6436
2025-04-16 12:54:21,738 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.0, P=0.4923, R=0.9014, F1=0.6368
2025-04-16 12:54:22,059 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.4, threshold=5.5, P=0.4923, R=0.9014, F1=0.6368
2025-04-16 12:54:22,748 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.0, P=0.4923, R=0.9014, F1=0.6368
2025-04-16 12:54:23,303 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.4, threshold=6.5, P=0.4923, R=0.9014, F1=0.6368
2025-04-16 12:54:24,652 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.4, threshold=7.0, P=0.4923, R=0.9014, F1=0.6368
2025-04-16 12:54:24,754 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.5, threshold=0.0, P=0.4754, R=0.8169, F1=0.6010
2025-04-16 12:54:25,689 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.5, threshold=0.5, P=0.4754, R=0.8169, F1=0.6010
2025-04-16 12:54:26,238 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.5, threshold=1.0, P=0.4754, R=0.8169, F1=0.6010
2025-04-16 12:54:27,726 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.5, threshold=1.5, P=0.4754, R=0.8169, F1=0.6010
2025-04-16 12:54:27,727 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.5, threshold=2.0, P=0.4754, R=0.8169, F1=0.6010
2025-04-16 12:54:28,319 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.5, threshold=2.5, P=0.4754, R=0.8169, F1=0.6010
2025-04-16 12:54:28,600 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.5, threshold=3.0, P=0.4833, R=0.8169, F1=0.6073
2025-04-16 12:54:30,073 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.5, threshold=3.5, P=0.4833, R=0.8169, F1=0.6073
2025-04-16 12:54:30,074 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.5, threshold=4.0, P=0.4833, R=0.8169, F1=0.6073
2025-04-16 12:54:31,373 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.5, threshold=4.5, P=0.4790, R=0.8028, F1=0.6000
2025-04-16 12:54:31,374 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.5, threshold=5.0, P=0.4655, R=0.7606, F1=0.5775
2025-04-16 12:54:33,062 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.5, threshold=5.5, P=0.4655, R=0.7606, F1=0.5775
2025-04-16 12:54:33,063 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.5, threshold=6.0, P=0.4655, R=0.7606, F1=0.5775
2025-04-16 12:54:33,976 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.5, threshold=6.5, P=0.4609, R=0.7465, F1=0.5699
2025-04-16 12:54:34,103 - INFO - [omi-9.txt] mode=range_ratio, corr_threshold=0.5, threshold=7.0, P=0.4554, R=0.7183, F1=0.5574
2025-04-16 12:54:34,125 - INFO - 
==================================================
2025-04-16 12:54:34,125 - INFO - 开始汇总结果...
2025-04-16 12:54:34,131 - INFO - 
===== Best Results per Dataset =====
   dataset  score_mode  neighbor_param  score_threshold neighbor_selection  precision   recall  f1_score  logged_neighbor_param
 omi-1.txt range_ratio             0.5              0.0     corr_threshold   0.882979 0.932584  0.907104                    0.5
omi-10.txt range_ratio             0.5              6.5     corr_threshold   0.542553 0.836066  0.658065                    0.5
omi-11.txt range_ratio             0.4              7.0     corr_threshold   0.349693 0.982759  0.515837                    0.4
omi-12.txt range_ratio             0.4              6.0     corr_threshold   0.672727 0.925000  0.778947                    0.4
 omi-2.txt range_ratio             0.4              7.0     corr_threshold   0.789474 0.967742  0.869565                    0.4
 omi-3.txt range_ratio             0.5              2.5     corr_threshold   0.913043 0.807692  0.857143                    0.5
 omi-4.txt range_ratio             0.5              2.0     corr_threshold   0.942029 0.970149  0.955882                    0.5
 omi-5.txt range_ratio             0.3              0.0     corr_threshold   0.475728 1.000000  0.644737                    0.3
 omi-6.txt range_ratio             0.4              2.0     corr_threshold   0.270440 0.977273  0.423645                    0.4
 omi-7.txt range_ratio             0.2              4.0     corr_threshold   0.904762 0.974359  0.938272                    0.2
 omi-8.txt range_ratio             0.5              7.0     corr_threshold   0.409091 0.870968  0.556701                    0.5
 omi-9.txt range_ratio             0.4              4.5     corr_threshold   0.496183 0.915493  0.643564                    0.4
2025-04-16 12:54:34,131 - INFO - 
===== Overall Metrics =====
Precision: 0.5425  Recall: 0.9259  F1: 0.6842
2025-04-16 12:54:34,131 - INFO - 
【原始汇总指标】
2025-04-16 12:54:34,131 - INFO - 精确率(Precision): 0.5425
2025-04-16 12:54:34,131 - INFO - 召回率(Recall):    0.9259
2025-04-16 12:54:34,131 - INFO - F1值:             0.6842
2025-04-16 12:54:34,131 - INFO - 
==================================================
2025-04-16 12:54:34,131 - INFO - 开始生成可视化结果...
2025-04-16 12:54:34,131 - INFO - 
==================================================
2025-04-16 12:54:34,131 - INFO - 开始数据集可视化: omi-1
2025-04-16 12:54:34,131 - INFO - 使用参数: 评分模式=range_ratio, corr_threshold=0.5, 阈值=0.0
2025-04-16 12:54:34,131 - INFO - ==================================================

2025-04-16 12:54:34,132 - INFO - 正在加载数据集 omi-1 的数据
2025-04-16 12:54:34,133 - INFO - 数据加载成功。训练集形状: (8640, 19), 测试集形状: (4320, 19)
2025-04-16 12:54:34,133 - INFO - 正在计算边缘统计量...
2025-04-16 12:54:35,874 - INFO - 已计算 170 条边的统计量
2025-04-16 12:54:35,874 - INFO - 为每个节点使用相关系数阈值 >= 0.5 的邻居
2025-04-16 12:54:35,875 - INFO - 可视化结果将保存到: ./visual/omi/neighbor_corr_threshold\range_ratio\omi-1
2025-04-16 12:54:35,875 - INFO - 在数据集中发现 7 个异常时间段
2025-04-16 12:54:35,875 - INFO - 
正在处理时间段 1/7: 760-765
2025-04-16 12:54:35,876 - INFO - 该时间段的真实异常节点: {4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:35,876 - INFO - 正在计算异常分数...
2025-04-16 12:54:35,877 - INFO - 检测到的异常节点: {7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:35,877 - INFO - 正在为时间段 760-765 生成可视化
2025-04-16 12:54:35,877 - INFO - 正在为时间段 760-765 生成异常图可视化
2025-04-16 12:54:35,877 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:35,877 - DEBUG - 边统计: 正常边 112 条, 异常边 20 条
2025-04-16 12:54:35,877 - INFO - 时间段 760-765 的节点检测统计: 真阳性=12, 假阳性=0, 假阴性=3, 正常节点=4
2025-04-16 12:54:35,965 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-1\seg_0_760_765.png
2025-04-16 12:54:36,094 - INFO - 成功保存时间段 760-765 的可视化结果
2025-04-16 12:54:36,094 - INFO - 
正在处理时间段 2/7: 1064-1298
2025-04-16 12:54:36,094 - INFO - 该时间段的真实异常节点: {6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:36,094 - INFO - 正在计算异常分数...
2025-04-16 12:54:36,159 - INFO - 检测到的异常节点: {3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:36,159 - INFO - 正在为时间段 1064-1298 生成可视化
2025-04-16 12:54:36,159 - INFO - 正在为时间段 1064-1298 生成异常图可视化
2025-04-16 12:54:36,160 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:36,160 - DEBUG - 边统计: 正常边 156 条, 异常边 22 条
2025-04-16 12:54:36,160 - INFO - 时间段 1064-1298 的节点检测统计: 真阳性=13, 假阳性=2, 假阴性=0, 正常节点=4
2025-04-16 12:54:36,250 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-1\seg_1_1064_1298.png
2025-04-16 12:54:36,338 - INFO - 成功保存时间段 1064-1298 的可视化结果
2025-04-16 12:54:36,338 - INFO - 
正在处理时间段 3/7: 2758-2772
2025-04-16 12:54:36,338 - INFO - 该时间段的真实异常节点: {5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:36,338 - INFO - 正在计算异常分数...
2025-04-16 12:54:36,343 - INFO - 检测到的异常节点: {6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:36,343 - INFO - 正在为时间段 2758-2772 生成可视化
2025-04-16 12:54:36,343 - INFO - 正在为时间段 2758-2772 生成异常图可视化
2025-04-16 12:54:36,343 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:36,344 - DEBUG - 边统计: 正常边 124 条, 异常边 30 条
2025-04-16 12:54:36,344 - INFO - 时间段 2758-2772 的节点检测统计: 真阳性=13, 假阳性=0, 假阴性=2, 正常节点=4
2025-04-16 12:54:36,422 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-1\seg_2_2758_2772.png
2025-04-16 12:54:36,499 - INFO - 成功保存时间段 2758-2772 的可视化结果
2025-04-16 12:54:36,499 - INFO - 
正在处理时间段 4/7: 2874-2885
2025-04-16 12:54:36,499 - INFO - 该时间段的真实异常节点: {7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18}
2025-04-16 12:54:36,499 - INFO - 正在计算异常分数...
2025-04-16 12:54:36,503 - INFO - 检测到的异常节点: {6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:36,503 - INFO - 正在为时间段 2874-2885 生成可视化
2025-04-16 12:54:36,503 - INFO - 正在为时间段 2874-2885 生成异常图可视化
2025-04-16 12:54:36,503 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:36,504 - DEBUG - 边统计: 正常边 134 条, 异常边 20 条
2025-04-16 12:54:36,504 - INFO - 时间段 2874-2885 的节点检测统计: 真阳性=11, 假阳性=2, 假阴性=0, 正常节点=6
2025-04-16 12:54:36,582 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-1\seg_3_2874_2885.png
2025-04-16 12:54:36,656 - INFO - 成功保存时间段 2874-2885 的可视化结果
2025-04-16 12:54:36,656 - INFO - 
正在处理时间段 5/7: 3012-3025
2025-04-16 12:54:36,656 - INFO - 该时间段的真实异常节点: {7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:36,656 - INFO - 正在计算异常分数...
2025-04-16 12:54:36,661 - INFO - 检测到的异常节点: {6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:36,661 - INFO - 正在为时间段 3012-3025 生成可视化
2025-04-16 12:54:36,661 - INFO - 正在为时间段 3012-3025 生成异常图可视化
2025-04-16 12:54:36,661 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:36,662 - DEBUG - 边统计: 正常边 116 条, 异常边 38 条
2025-04-16 12:54:36,662 - INFO - 时间段 3012-3025 的节点检测统计: 真阳性=11, 假阳性=2, 假阴性=0, 正常节点=6
2025-04-16 12:54:36,748 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-1\seg_4_3012_3025.png
2025-04-16 12:54:36,832 - INFO - 成功保存时间段 3012-3025 的可视化结果
2025-04-16 12:54:36,832 - INFO - 
正在处理时间段 6/7: 3160-3305
2025-04-16 12:54:36,833 - INFO - 该时间段的真实异常节点: {8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:36,833 - INFO - 正在计算异常分数...
2025-04-16 12:54:36,874 - INFO - 检测到的异常节点: {3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:36,874 - INFO - 正在为时间段 3160-3305 生成可视化
2025-04-16 12:54:36,874 - INFO - 正在为时间段 3160-3305 生成异常图可视化
2025-04-16 12:54:36,875 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:36,875 - DEBUG - 边统计: 正常边 176 条, 异常边 2 条
2025-04-16 12:54:36,875 - INFO - 时间段 3160-3305 的节点检测统计: 真阳性=11, 假阳性=4, 假阴性=1, 正常节点=3
2025-04-16 12:54:36,952 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-1\seg_5_3160_3305.png
2025-04-16 12:54:37,033 - INFO - 成功保存时间段 3160-3305 的可视化结果
2025-04-16 12:54:37,034 - INFO - 
正在处理时间段 7/7: 3626-3638
2025-04-16 12:54:37,034 - INFO - 该时间段的真实异常节点: {7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:37,034 - INFO - 正在计算异常分数...
2025-04-16 12:54:37,037 - INFO - 检测到的异常节点: {6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19}
2025-04-16 12:54:37,037 - INFO - 正在为时间段 3626-3638 生成可视化
2025-04-16 12:54:37,037 - INFO - 正在为时间段 3626-3638 生成异常图可视化
2025-04-16 12:54:37,037 - DEBUG - 创建包含 19 个节点的图结构
2025-04-16 12:54:37,038 - DEBUG - 边统计: 正常边 136 条, 异常边 18 条
2025-04-16 12:54:37,038 - INFO - 时间段 3626-3638 的节点检测统计: 真阳性=12, 假阳性=1, 假阴性=0, 正常节点=6
2025-04-16 12:54:37,116 - DEBUG - 正在保存可视化结果到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-1\seg_6_3626_3638.png
2025-04-16 12:54:37,190 - INFO - 成功保存时间段 3626-3638 的可视化结果
2025-04-16 12:54:37,192 - INFO - 正在从 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-1 中的图像创建GIF
2025-04-16 12:54:37,397 - INFO - GIF已保存到 ./visual/omi/neighbor_corr_threshold\range_ratio\omi-1\omi-1.gif
2025-04-16 12:54:37,397 - INFO - 
==================================================
2025-04-16 12:54:37,397 - INFO - 开始数据集可视化: omi-10
2025-04-16 12:54:37,397 - INFO - 使用参数: 评分模式=range_ratio, corr_threshold=0.5, 阈值=6.5
2025-04-16 12:54:37,397 - INFO - ==================================================

2025-04-16 12:54:37,397 - INFO - 正在加载数据集 omi-10 的数据
2025-04-16 12:54:37,398 - INFO - 数据加载成功。训练集形状: (8640, 19), 测试集形状: (4320, 19)
2025-04-16 12:54:37,398 - INFO - 正在计算边缘统计量...
